,y,text,text_pt,contains_url,word_count,target,predictions
4752,neutral,"The share issue , derogating from the pre-emptive right of the shareholders and comprising some six million new shares at market price , will be offered for subscription by shareholders , holders of capital notes and by professional clients .","A emissão de ações, em derrogação ao direito de preferência dos acionistas e compreendendo cerca de seis milhões de novas ações a preço de mercado, será proposta para subscrição por acionistas, titulares de notas de capital e por clientes profissionais.",False,40,1,neutral
521,neutral,"The repayment of EUR 105 million debenture bonds is related to the Company 's previous announcement on October 21 , 2009 to collect irrevocable selling commitments from the holders of its subordinated debenture bonds .",O reembolso de EUR 105 milhões de títulos de debêntures está relacionado ao anúncio anterior da Companhia em 21 de outubro de 2009 para cobrar compromissos de venda irrevogáveis dos detentores de seus títulos de debêntures subordinados.,False,37,1,neutral
3046,neutral,Odell has not contacted the State of Finland in this issue .,Odell não contatou o Estado da Finlândia nesta questão.,False,9,1,neutral
4410,negative,Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 .,"O lucro líquido da Vaisala no terceiro trimestre de 2007 caiu para 3,0 milhões de euros (US $ 4,3 milhões) de 6,8 milhões de euros (US $ 9,8 milhões) no mesmo período de 2006.",False,34,0,negative
1122,positive,"`` Installation of the automatic varnishing line is an important part of the company 's strategy in the region of central and eastern Europe , '' said Jozef Misurec , the director of Ruukki Slovakia .","“A instalação da linha de envernizamento automático é uma parte importante da estratégia da empresa na região da Europa Central e Oriental”, disse Jozef Misurec, diretor da Ruukki Eslováquia.",False,29,2,positive
4272,neutral,`` The rest of this week 's tapings of Jimmy Kimmel Live have been canceled until he is back on his feet .,“O resto das gravações desta semana do Jimmy Kimmel Live foram canceladas até que ele se recupere.,False,17,1,negative
1088,neutral,"The guidance has been set at 90 basis points over mid-swaps , the report said .","A orientação foi definida em 90 pontos-base sobre mid-swaps, disse o relatório.",False,12,1,neutral
1688,positive,"When open next year , it will be the largest facility in the world to produce diesel fuel from renewable feedstock such as palm oil and animal fat .","Quando inaugurada no próximo ano, será a maior instalação do mundo para produzir óleo diesel a partir de matérias-primas renováveis, como óleo de palma e gordura animal.",False,27,2,neutral
3722,neutral,"Sampo Group that has become a major shareholder in Nordea owns TrygVesta 's main competitor , If P & C Insurance .","O Grupo Sampo, que se tornou um dos principais acionistas da Nordea, é dono do principal concorrente da TrygVesta, a If P&C Insurance.",False,23,1,neutral
1698,negative,"Furthermore , sales of new passenger cars and light commercial vehicles in the country declined by 5.4 % year-on-year last month .","Além disso, as vendas de automóveis novos de passageiros e comerciais leves no país caíram 5,4% ano-a-ano no mês passado.",False,20,0,negative
627,positive,"Repair and maintenance business accounted for net sales of EUR 645.3 mn , up from EUR 563.6 mn .","O negócio de reparação e manutenção representou vendas líquidas de EUR 645,3 milhões, face aos EUR 563,6 milhões.",False,18,2,positive
4702,negative,"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .","As receitas de comissões diminuíram para EUR 3,8 milhões, em comparação com EUR 4,6 milhões no terceiro trimestre de 2007.",False,20,0,negative
545,positive,"HELSINKI ( AFX ) - Nokian Tyres reported a fourth quarter pretax profit of 61.5 mln eur , up from 48.6 mln on the back of strong sales .","HELSINKI (AFX) - A Nokian Tyres relatou um lucro antes dos impostos de 61,5 milhões de euros no quarto trimestre, acima dos 48,6 milhões devido às fortes vendas.",False,28,2,positive
722,positive,"Okmetic 's products are based on high-tech expertise that generates added value for customers , innovative product development and an extremely efficient production process .","Os produtos da Okmetic são baseados em expertise de alta tecnologia que gera valor agregado para os clientes, desenvolvimento de produtos inovadores e um processo de produção extremamente eficiente.",False,29,2,positive
1306,neutral,Pertti Ervi is independent from the Company and its major shareholders .,Pertti Ervi é independente da Companhia e de seus principais acionistas.,False,11,1,neutral
823,positive,Cision says the sale will return its U.K. operation to profitability .,A Cision diz que a venda retornará sua operação no Reino Unido à lucratividade.,False,14,2,positive
2627,neutral,"The inaugural speech will be given by Hannu Kyrolainen , Finland 's Ambassador to the Czech Republic .","O discurso inaugural será feito por Hannu Kyrolainen, embaixador da Finlândia na República Tcheca.",False,14,1,neutral
2641,neutral,"The natural source of isoprene is the tree species Hevea brasiliensis , also known as the rubber tree .","A fonte natural de isopreno é a espécie arbórea Hevea brasiliensis, também conhecida como seringueira.",False,15,1,neutral
4032,negative,Finnish forest machinery manufacturer Ponsse has issued a profit warning .,A fabricante finlandesa de maquinário florestal Ponsse emitiu um alerta sobre lucros.,False,12,0,negative
1771,positive,HELSINKI AFX - Outokumpu said its technology unit has won a 28 mln eur contract from Bosnia-Herzegovina 's Aluminij dd Mostar to upgrade an anode plant .,HELSINKI AFX - Outokumpu disse que sua unidade de tecnologia ganhou um contrato de 28 milhões de euros com a Aluminij dd Mostar da Bósnia-Herzegovina para atualizar uma planta de ânodo.,False,31,2,positive
2072,positive,Brazilian mobile player Telemig Celular yesterday announced that it has selected Finnish software developer Tecnomen Oyj to expand its prepaid billing system .,A operadora móvel brasileira Telemig Celular anunciou ontem que escolheu a desenvolvedora de software finlandesa Tecnomen Oyj para expandir seu sistema de faturamento pré-pago.,False,24,2,positive
4532,negative,"The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation .","A companhia aérea estimou que o cancelamento dos seus voos devido ao encerramento do espaço aéreo europeu, e o processo de reinício do tráfego, causaram à companhia uma perda de 20 milhões de euros, incluindo os custos de alojamento de passageiros retidos.",False,42,0,negative
1985,positive,"Excluding non-recurring items , pre-tax profit surged 45 % to EUR80m .","Excluindo itens não recorrentes, o lucro antes de impostos aumentou 45% para EUR80 milhões.",False,14,2,positive
1024,neutral,"Cablevision Systems Corp. CVC Their Madison Square Garden division owns and operates the New York Knickerbockers basketball team ; they also own the Madison Square Garden Arena , the New York Rangers hockey team , the New York Liberty women 's basketball team , and the Hartford Wolf Pack hockey team .","Cablevision Systems Corp. CVC Sua divisão Madison Square Garden possui e opera o time de basquete Knickerbockers de Nova York; eles também possuem o Madison Square Garden Arena, o time de hóquei New York Rangers, o time de basquete feminino New York Liberty e o time de hóquei Hartford Wolf Pack.",False,51,1,neutral
4366,negative,"As capacity was cut with 1.4 % , the passenger load factor was down 7.8 percentage points .","Como a capacidade foi cortada em 1,4%, a taxa de ocupação de passageiros caiu 7,8 pontos percentuais.",False,17,0,negative
544,positive,"In Finland , insurance company Pohjola and the Finnish motorcyclist association have signed an agreement with the aim of improving motorcyclists ' traffic safety .","Na Finlândia, a seguradora Pohjola e a associação de motociclistas finlandesa assinaram um acordo com o objetivo de melhorar a segurança do tráfego dos motociclistas.",False,25,2,positive
4233,neutral,"The gross area of the Innova 2 project will be about 10,000 sq m ( 107,600 sq ft ) .",A área bruta do projeto Innova 2 será de cerca de 10.000 m² (107.600 pés quadrados).,False,16,1,neutral
3184,neutral,The company 's model is based on developer contracting construction projects and customer focused project management .,O modelo da empresa é baseado em projetos de construção contratados por desenvolvedores e gerenciamento de projetos com foco no cliente.,False,21,1,neutral
2557,neutral,Status : Agreed,Status: concordado,False,2,1,neutral
3106,neutral,"So far as is known , he did not sell shares that he owns personally .","Tanto quanto se sabe, ele não vendeu ações que possui pessoalmente.",False,11,1,neutral
26,positive,"Operating profit for the nine-month period increased from EUR13 .6 m , while net sales increased from EUR394 .7 m , as compared to the corresponding period in 2005 .","O lucro operacional para o período de nove meses aumentou de EUR13,6 milhões, enquanto as vendas líquidas aumentaram de EUR394,7 milhões, em comparação com o período correspondente em 2005.",False,29,2,positive
1872,positive,"`` Nokia 's Calling All Innovators Africa competition has been specifically launched to enable developers to create locally relevant , best-of-breed mobile applications . ''",`` A competição Calling All Innovators Africa da Nokia foi lançada especificamente para permitir que os desenvolvedores criem os melhores aplicativos móveis localmente relevantes. '',False,25,2,neutral
275,positive,"Sales in Latin America increased by 42 % to EUR 432mn , and a total of 8.7 mn mobile devices were sold in the area , representing an increase of 32 % from the corresponding period in 2009 .","As vendas na América Latina aumentaram 42% para 432 milhões de euros, e um total de 8,7 milhões de dispositivos móveis foram vendidos na área, representando um aumento de 32% em relação ao período correspondente em 2009.",False,37,2,positive
